date	time	from	message	spam	debit	credit	otp	bill
May-01-2019	2:41	ERecharge ERecharge 	Thank You For Bill Payment Of Rs 529.82/- On 01-05-2019 at 12:10AM.Your E- Receipt Number Is: 616094974.To Manage your Airtel account dial *121#  					
May-19-2019	12:09	IMHDFCBN IMHDFCBN 	It's our 25th Birthday! 25% OFF at Book My Show! Enjoy this offer exclusively using your HDFC Bank Credit Card 1018  Know more:  resu.io/VMVP7HZME28V T&C  					
Jun-05-2019	16:15	GRAB GRAB 	995698 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
Jun-01-2019	20:35	HSBCSG HSBCSG 	"HSBCSG: 03JUN2019 20:35 Purchase at GRAB *140998087-9-154 on *** 0044 for SGD15.00. For assistance, call us at 18004722669 or +6564722669.  "					
Jun-08-2019	14:05	BZvpaytm BZvpaytm 	Don't miss the exciting new chapter in the X-Men universe. Book movie tickets for X-Men: Dark Phoenix on Paytm. Click http://m.p-y.tm/xmenmlp . T&C apply  					
Apr-30-2019	16:24	HSBCSG HSBCSG 	"HSBCSG: 30APR2019 16:23 Purchase at PLAIN VANILLA BAKERY- TE on *** 0044 for SGD5.50. For assistance, call us at 18004722669 or +6564722669.  "					
May-19-2019	13:56	IMHDFCBN IMHDFCBN 	25th Birthday Special: 25% OFF at Book My Show! Enjoy this offer exclusively using your HDFC Bank Credit Card  1018  Know more:  resu.io/USRY7HZME29n T&C  					
Jun-06-2019	23:45	AXvONEMG AXvONEMG 	"3 Days of Super Sale! Get Flat 25% off on medicines & 50% off on Lab Tests. Use code: SUPERSALE T&C apply. Hurry, Order Now- http://nmc.sg/fzcOYY  "					
May-08-2019	16:59	AXHDFCBN AXHDFCBN 	"3 GOLDEN deals for you! Shop for AC,Mobile,etc. via EasyEMI on CreditCard & enjoy: 2500 RewardPoints + Upto15%CashBack+ZERO Processing Fee resu.io/K8FA7HZME20F T&C  "					
Apr-12-2019	13:55	AD650016 AD650016 	Benefits worth Rs2499 @Rs499 Upgrade to Infinity 499 &get Amazon Prime worth Rs999 & 3 months of Netflix worth Rs1500 at no extra cost www.airtel.in/5/Plan499  					
May-02-2019	21:19	HSBCSG HSBCSG 	"HSBCSG: 02MAY2019 21:16 Purchase at CE LA VI on *** 0044 for SGD44.00. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-23-2019	14:33	IMHDFCBN IMHDFCBN 	Bill payments is now rewarding! Get reward points by paying your bills with SmartPay using HDFC Bank Credit Card. Start now:  resu.io/B47K7HZME2dP  *T&C  					
Apr-18-2019	14:56	HSBCSG HSBCSG 	"HSBCSG: 18APR2019 14:56 Cash at HSBC/RFP from 175-033***-492 for SGD300.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-30-2019	13:08	BTFRZMNU BTFRZMNU 	"FreshMenu: Order a biriyani today - pepper masala, ghee roast. Rs40 credited to your account valid till tonight. Order - https://fmln.in/MJyHb5AzTW  "					
Apr-11-2019	8:56	HSBCSG HSBCSG 	"HSBCSG: 11APR2019 08:56 Purchase at GRAB *1409980872004702 on *** 0044 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-30-2019	17:36	121 121 	Welcome to Singapore! You are connected on Airtel's International Roaming service. Opt for our Smartpacks & enjoy UNLIMITED Min free incoming calls  3 GB data and 250 mins of free local/calls to India & 100 SMS at just Rs.1499 for 10 days. To activate  call +919910099100 (International Tollfree) or click www.airtel.in/ir (data charges apply). Airtel wishes you a happy stay.  					
Apr-25-2019	20:07	IMPAYZAP IMPAYZAP 	"Earn 10% CashBack every time you shop on Flipkart, exclusively via PayZapp! Valid across all categories. Start shopping: resu.io/QHHW7HZME2ca  T&C  "					
Apr-03-2019	15:47	ADPZAHUT ADPZAHUT 	Add flavours of Pizza Hut's Tastiest Pan Pizzas to your mid-week party. Now get 2 Personal Pan Pizzas starting @ Rs.99 each. Walk-In/Order @ PH0.in/9D8Wdl T&C  					
May-07-2019	14:53	BWFAASOS BWFAASOS 	"Shakahari Tuesday Is Here! Order Jumbo Veg wrap, Paneer Tikka Rice Feast Flat @ Rs.99 Valid For Today Only! + 100% CB On PayPal Order @ bit.ly/WebFaasos  "					
Apr-26-2019	13:33	BZONESTA BZONESTA 	Pasta OR Pizza? Get Both! Get STARTER/PASTA FREE With Pizza Unlimited Meal@ONESTA till 28th April! Use Code ALWSPTH414918! Offer Valid till 28thApr! TnC Apply  					
Apr-25-2019	22:08	IMHDFCBK IMHDFCBK 	Attention! Your Debit Card xx7734 Promotional CashBack points of Apr'18 expire in May'19. You can encash it through NetBanking>Cards>DebitCard>Enquire  					
Apr-26-2019	20:37	HSBCSG HSBCSG 	"HSBCSG: 26APR2019 20:37 Purchase at GRAB *GRABFOOD on *** 0044 for SGD12.80. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-30-2019	22:18	HSBCSG HSBCSG 	"HSBCSG: 02MAY2019 22:18 Purchase at INDIAN CURRY HOUSE on *** 0044 for SGD88.22. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-19-2019	17:53	ADJCKJNS ADJCKJNS 	Summer can't get better than this at JACK & JONES.Shop for INR 5000 & get INR 1000 Off at our exclusive JACK & JONES store. T&C.  					
May-28-2019	12:02	VKFREECS VKFREECS 	"Hi Neelesh, didn't pay your last loan EMI? Your Credit Score may have changed. Click here to see it bnkbzr.co/LHkjYLY7re  "					
May-18-2019	14:54	IMLALPAT IMLALPAT 	"Be Swasth, Be Fit  Opt for Swasthfit health packages from Dr Lal PathLabs starting Rs1399 (DNCR only)  Click http://bit.ly/2Ed5Yss  Call +911139885050  "					
Apr-24-2019	19:09	IDPTHLAB IDPTHLAB 	"Full Body Checkup @ Home(91+)Test Rs1199 With Free Doctor Advice Vitamin D & B12,Bones Heart, Kidney, Liver, CBC, Diabetes, Thyroid, Urine Misscall@ 7065311116  "					
May-19-2019	0:58	10086 10086 	ÒÇÉõ¢ÖÚóØõ©ìÞÂ│µÅÉÚåÆÒÇæµé¿þÜäÞ»ØÞ┤╣õ¢ÖÚóØÕÀ▓õ©ìÞÂ│10Õàâ´╝îõ©║õ┐ØÞ»üµé¿þÜäµ¡úÕ©©õ¢┐þö¿´╝îÞ»Àµé¿ÕÅèµùÂÕààÕÇ╝ÒÇéµëïµ£║þø┤µÄÑõ║ñÞ┤╣Þ»Àþé╣Õç╗´╝êhttp://dx.10086.cn/ZQJBRVn´╝ëÒÇéÕªéµ¼áÞ┤╣Õü£µ£║´╝îÕ╗║Þ««µé¿ÕààÕÇ╝õ║ñÞ┤╣ÕÉÄÚçìÕÉ»µëïµ£║´╝îþí«õ┐ØÚí║þòàõ¢┐þö¿ÒÇéÒÇÉõ©¡Õø¢þº╗Õè¿ÒÇæ  					
Apr-11-2019	15:37	HSBCSG HSBCSG 	HSBCSG: 11APR Transfer to basic account SGD 176.91+  					
May-11-2019	20:26	HSBCSG HSBCSG 	"HSBCSG: 13MAY2019 20:26 Purchase at GRAB *140998087-9-139 on *** 0044 for SGD8.00. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-04-2019	22:35	VKHDFCBK VKHDFCBK 	One Time Password for NetBanking Transaction is 604505. Please use the password to complete the Transaction. Pls do not share this with anyone.  					
Apr-17-2019	21:16	AXTALIFE AXTALIFE 	"We invite you for Face 2 Face service camp on 19th March 2019 to know about the unique features of your plan & to maximize benefits from your policy at our branch Mezzanine Floor, Bhavani Plaza, Near 4th Bridge, 1230 Napier Town, Jabalpur - 482001 (10am-5pm)   "					
May-17-2019	20:25	BTBHROUZ BTBHROUZ 	Ramadan Mubarak! Enjoy Royal Behrouz Biryanis such as Dum Gosht Biryani & more Flat Rs.75 OFF* + 20% CB on Amazon Pay. T&C Code - BB75 Order@ bit.ly/BehrouzWeb  					
May-28-2019	19:45	HSBCSG HSBCSG 	"HSBCSG: 28MAY2019 19:45 Purchase at GOOGLE *SERVICES on *** 0044 for USD1.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-01-2019	17:37	121 121 	"Roaming info: Now roam freely without fear of bill shocks. In case you have not subscribed for a roaming pack and your usage charges/day exceeds Rs.499, we will automatically activate UNLIMITED Min free incoming calls, 500 MB data, 100 mins of free local/calls to India & 100 SMS for that day without any extra cost. For details, call +919910099100 (International tollfree) or click www.airtel.in/ir (data charges apply). Airtel wishes you a happy stay. Special offer for Airtel customers. Get 25% instant discount on your International Hotel booking with MakeMyTrip. Use Code: IHAIRTEL and book at applinks.makemytrip.com/SMsf/c4W8jxoQVH T&C Apply - bit.ly/2hVm4f7  "					
May-17-2019	18:18	SingX SingX 	888430 is your verification OTP for fund Transfer.  					
May-28-2019	19:48	HSBCSG HSBCSG 	"HSBCSG: 28MAY2019 19:48 Purchase at SP * NURA on *** 0044 for USD149.25. For assistance, call us at 18004722669 or +6564722669.  "					
May-31-2019	14:01	IDSODEXO IDSODEXO 	"Hi, as per RBI Guidelines you must submit KYC doc immediately to continue to receive credit on your Sodexo Card. Click here to upload doc http://sodexo.live/kyc  "					
May-01-2019	15:40	AXHDFCBK AXHDFCBK 	"UPDATE: Your A/c XX2392 credited with INR 1.00 on 01-05-19 by A/c linked to mobile no XX9514 (IMPS Ref No. 912113857874) Available bal: INR 3,418.62  "					
Apr-09-2019	20:00	AXHDFCBN AXHDFCBN 	Did you know? You can get a Loan of Rs. 300000 on your Credit Card xx1018. Here are 5 benefits of choosing Loan on Credit Card for any need. Read NOW: hdfcbk.net/E3BWMa6  					
Apr-24-2019	21:03	HSBCSG HSBCSG 	"HSBCSG: 24APR2019 20:33 NETS Purchase at DEEPCUTS              61 from 175-033***-492 for SGD55.60. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-12-2019	9:37	HSBCSG HSBCSG 	HSBCSG: 12APR Transfer/Payment to basic account SGD 3.50+  					
May-17-2019	12:12	SingX SingX 	476397 is your verification OTP for fund Transfer.  					
May-06-2019	18:13	51466 51466 	Dispatched: Astaberry 24 Carat Gold Facial Mini Kit will reach you by 08-May. Track at http://amzn.in/d/7nV3wvN  					
Apr-23-2019	12:42	IGNETMED IGNETMED 	Flat 20% OFF on meds + 10% NMS Cash Use code: NMSMAHI40 Extra up to Rs. 400 Amazon Pay Cashback* (FLAT 10%) *T&C Apply https://nms.care/apr23_pm  					
Jun-05-2019	15:06	BZOVNSTR BZOVNSTR 	"Enjoy Eid-Ul-Fitr with Mutton Overload Pizza from Oven Story Try Chipotle,Periperi,Tandoori Cheese It's #NextLevelCheese Get 50%OFF Code: EID50 @ Bit.ly/ospizza  "					
Apr-22-2019	21:31	BRFREETL BRFREETL 	Congratulations! You are selected for free offer. Check your credit score for free   http://v3n.in/ZWPPKLHYLMNH  					
Apr-17-2019	12:31	121 121 	Important Info: (1) International roaming pack discounts are not applicable on premium/satellite calls/Maritime/Aero mobile (usage in aircraft)/Ship Cruise (2) Deactivate Call Diverts/Voice Mails on your Airtel Mobile by dialing ##002#    					
May-24-2019	15:01	AXAPNALN AXAPNALN 	Personal Loan starting @1.5% interest. Avail upto Rs 1 Lakh. 100% Online Process. Direct Bank Transfer. Apply Now on KreditBee  http://nmc.sg/eTk6ED  					
Apr-17-2019	12:23	HSBCSG HSBCSG 	"HSBCSG: 17APR2019 12:23 Purchase at SARNIE PTE LTD on *** 0044 for SGD32.00. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-03-2019	21:09	BTHDFCSC BTHDFCSC 	Your MF SIP in DSP MIDCAP FUND - REGULAR PLAN is due for debit On 07-APR-19. Value : 3000 Trd No: 2979549 Kindly keep sufficient funds in your account. To Track Click here http://bit.ly/2uEEMez  					
Apr-20-2019	13:11	AXHDFCBK AXHDFCBK 	"ALERT: You've spent Rs.2651.29  on CREDIT Card xx1018 at PAYPAL *BUSONLINETI on 2019-04-20:10:40:53.Avl bal - Rs.175311.71, curr o/s - Rs.4688.29.Not you? Call 18002586161.  "					
May-31-2019	16:46	AXHDFCBK AXHDFCBK 	PRICE DROP!  EXTRA 10% OFF on EVERYTHING @ Cliq Cliq Sale by TataCliq using HDFC Bank Cards & EMI - 31 May to 4 June Check it out NOW: resu.io/LUAU7HZME2QV T&C  					
May-19-2019	14:19	VKPZAHUT VKPZAHUT 	Give a cheesilicious start to your Sunday. Get Pizza Hut's Tastiest Pan Pizzas Now starting @ Rs.99. Walk-In/Order @ PH99.in/V2uk0h T&C  					
Apr-28-2019	17:35	AXFABHLS AXFABHLS 	Fab Deal of the Month - Upto 60% + Extra 10% OFF on FabHotels. Use code: FABDEAL Visit: www.gs.im/?jvYIV9g1v73b to book now! Hurry! Offer valid till 30th April.  					
May-17-2019	22:17	TXFABIND TXFABIND 	"An exhibition you look forward to wherein Fabindia's exclusive range of Jewelry is at display @sector-29, Gurgaon from 17th to 26th May'19. Shop & Earn*.  "					
May-25-2019	21:40	AXBBKILO AXBBKILO 	"Cheer for Team India with Biryani By Kilo's most fresh & heavenly Biryanis, Kebabs & get 20% OFF. Order Online uen.io/6uzo & use code WC20 Or call @ 9555212212  "					
May-24-2019	16:54	HSBCSG HSBCSG 	"HSBCSG: 24MAY2019 16:54 NETS Purchase at MISTER MINIT (S) P/L  LI from 175-033***-492 for SGD15.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-13-2019	10:37	51466 51466 	"Arriving Today:Dr. Morepen BG-03 Gluco One Glucometer, 25 Strips (Multicolor) is out for delivery. Pay Rs.638 by Cash/Card. Track: http://amzn.in/d/ifshFIg  "					
Apr-07-2019	10:49	TRANSITLINK TRANSITLINK 	Your One Time Password for your SimplyGo account is 504737. Your OTP will expire in 5 minutes.  					
May-30-2019	17:37	121 121 	Important Info: (1) International roaming pack discounts are not applicable on premium/satellite calls/Maritime/Aero mobile (usage in aircraft)/Ship Cruise (2) Deactivate Call Diverts/Voice Mails on your Airtel Mobile by dialing ##002#    					
Apr-13-2019	16:47	ADMORESV ADMORESV 	Cover your family with Rs 1 crore Life insurance @ just Rs 480/month .Compare between 30+ plans. Protect your family now  http://nmc.sg/dr9oAs  On :Apr-13-2019  At: 22:09 From :+6591739450 +6591739450 :  <wirewuss.com>Your WiFi One-Time PIN: 02068 will expire in 15 mins. Enjoy surfing! :D  					
Jun-07-2019	21:31	HPLALLAB HPLALLAB 	"Dr Lal PathLabs Weekend OFFER!   Thyroid, Lipid, Vit(D,B12,B9), Iron, LFT, KFT, CBC, HbA1c @ Rs4400  Only for Delhi-NCR on 8-9th June   Call 01139885050  "					
May-13-2019	15:30	TXBDYSHP TXBDYSHP 	Forgot to her something this Mother's Day? We got your back. Last Day to Get 25% Off on any 5. Better late than never. https://bit.ly/2WX8PN1  					
Jun-03-2019	21:43	51466 51466 	"We could not deliver your order with Jockey Men's P.. & 1 other item. We will re-attempt on 04-Jun. If you were not contacted, tell us:http://amzn.in/d/idBWSdx  "					
Apr-09-2019	12:08	HSBCRetail HSBCRetail 	"<ADV>5% rebate with Grab, GOJEK, ComfortDelGro and more with your HSBC Debit Card till 31 May 2019. T&Cs Apply. Visit hsbc.com.sg/debit Unsub, SMS<UN> to 74722  "					
Jun-03-2019	11:29	GRAB GRAB 	514949 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
Apr-01-2019	11:51	AX040801 AX040801 	We are 12.  Cheers to you!Be a part of our 12th anniversary celebration.Use code MERU12 & get 50% off on your App ride today.Book @ http://nmc.sg/d63zC TCA  					
Jun-04-2019	21:26	AXHDFCBN AXHDFCBN 	"Your Relationship Manager Tanuja Chaturvedi will be happy to assist you for all your Banking, Loan & any Service related requirements.Contact your RM @ 011-66415718.  "					
May-11-2019	14:57	TheBodyShop TheBodyShop 	Welcome to Love Your Body Club! Click to download your digital membership card & receive a $10 digital voucher: http://perkd.me/app SMS Unsub to 91115541  					
Apr-23-2019	12:33	AWAIRBIL AWAIRBIL 	"Bill of Rs 530, dated 09-APR-19 for Airtel No. 7417959514 is due on 27-APR-19. Pay ontime to avoid late fee. To pay via app using cards/netbanking/Airtel payments bank, click http://www.airtel.in/5/coll or visit an Airtel Store. Ignore if paid.  "					
May-12-2019	11:55	MyInfo MyInfo 	"INSTAREM has just retrieved your information on 12/05/2019, 11:55 AM from MyInfo, a Government service. Please call +6566430567 if this was not you.  "					
May-16-2019	19:42	VKSQINFO VKSQINFO 	Use One-Time Password (OTP) xxws-869983 within 3 minutes before it expires. Please call KrisFlyer at (65)67898188 if you didn't request the OTP.  					
May-22-2019	13:12	IMSPARHM IMSPARHM 	"SPAR FARMER'S MARKET! Eat Healthy Live Healthy. Click http://bit.ly/2VDTwrr to view best offers on Fruits,Veggies & more. Hurry! SHOP NOW. Valid today. T&C.  "					
May-18-2019	14:51	AXHDFCBK AXHDFCBK 	Upto 75% OFF on TV/ Refrigerator/ Washing Machine & more!  + XTRA 10% OFF @ Flipkart Big Shopping Days using HDFC Bank Cards & EasyEMI  resu.io/D3327HZME2tp T&C  					
May-23-2019	14:31	SingX SingX 	"Your transfer order# SGIN00308061, has been cleared by the receiving bank, the receiver BASANT KUMAR SHARMA will receive INR 352616.60 within 1-3 working hours (India time). Thank you for using SingX!  "					
May-07-2019	16:11	51466 51466 	Pay Rs 199.00 for your incoming Amazon order Astaber... Click to Pay: http://amzn.in/cJmaImx   					
Apr-18-2019	18:33	BTCCBIND BTCCBIND 	DemiYAP5  60DayCertifiedIntenisveDanceProgra  20May-19July  350DanceClass@Rs21000  25Teachers  VariousDanceForm  BeOnStage  Call8826822711  www.instagram.com/ccbindia  					
Jun-01-2019	16:32	ADNOTIME ADNOTIME 	Are You Covered? Secure your family in your absence . Think of them and get yourself covered for 1 Cr @ just 490/month http://nmc.sg/fwAQYD  					
Jun-08-2019	20:07	ADHDFCBN ADHDFCBN 	Earn CashBack while you cheer for India! Simply dine out or order in using HDFCBank Debit Card exclusively during India's match days resu.io/67DX7HZME2q2 T&C  					
May-19-2019	14:09	BWOVNSTR BWOVNSTR 	Sunday plans? Have Lunch with #NextLevelCheese Try 11-Inch Fully Loaded Ovenstory Pizzas Get 50% OFF Code: PZ50 +Paytm CB Upto R120 Order@ Bit.ly/ospizza  					
May-20-2019	15:00	IDPTHLAB IDPTHLAB 	"Full Body Checkup @ Home(91+)Test Rs1199 With Free Doctor Advice Vitamin D & B12,Bones Heart, Kidney, Liver, CBC, Diabetes, Thyroid, Urine Misscall@ 8929313784  "					
Jun-07-2019	12:41	VKINSTPL VKINSTPL 	"Hi Neelesh, check out amazing Personal Loan deals from: - Tata Capital  - HDFC Bank - Citibank - IndusInd and more! TnC apply bnkbzr.co/HP6GT3oW84  "					
May-28-2019	15:27	GRAB GRAB 	536770 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
Apr-20-2019	18:03	Digi Digi 	Enjoy Lowest IDD rates with direct dial and get FREE 1GB when you spend RM1/day on IDD! T&Cs apply  					
Apr-18-2019	16:53	VKTATALI VKTATALI 	"We invite you for Face 2 Face service camp on 19th April 2019 to know about the unique features of your plan & to maximize benefits from your policy at our branch Mezzanine Floor, Bhavani Plaza, Near 4th Bridge, 1230 Napier Town, Jabalpur - 482001 (10am-5pm)   "					
Jun-09-2019	10:43	AXHDFCBK AXHDFCBK 	"Pymt of Rs. 4572 ,for HDFCBank Cr.card ending 1018 returned on 08/JUN/2019 .Make alternate pymt imdly  "					
Jun-08-2019	16:58	AXSBIUPI AXSBIUPI 	"Dear SBI UPI User, your account is debited INR 10000.0 on Date 2019-06-08 02:28:10 PM by UPI Ref No 915914013302.Download YONO @ www.yonosbi.com  "					
May-19-2019	15:12	1069221952844 1069221952844 	ÒÇÉµ╗┤µ╗┤Õç║ÞíîÒÇæ255284 is your Verification Code. This code will expire in 5 minutes. Please do not disclose it for security purpose.  					
Jun-04-2019	17:42	BWCIBIIL BWCIBIIL 	"750+ Credit Score makes you eligible for Instant Cash loan of Rs 2. Lacs. Get Free Credit Report & track it monthly. For details, http://1kx.in/DrtwHdRr77U  "					
May-20-2019	17:36	1069209679224 1069209679224 	"[DiDi]You contact DiDi customer service on 20-05-2019, we pay high attention to your service experience, please click the link and feedback to us. https://z.didi.cn/qBK8MfkJZtkDP Thank you for cooperation.  "					
Jun-08-2019	16:58	VKHDFCBK VKHDFCBK 	Rs. 10000.00 credited to a/c XXXXXX2392 on 08-06-19 by a/c linked to VPA neelesh110493@oksbi (UPI Ref No  915914013302).  					
